Cyclone_Frequency,Depth_m,ClimSST,Country_Name,Distance_to_Shore,Exposure,Turbidity,Bleaching_Level,Temperature_Maximum,SSTA,TSA,Percent_Bleaching,Percent_Cover
53.29,6.0,303.68,Brunei,13013.34,Exposed,0.1443,Population,306.13,-0.89,-1.02,0.0,8.12
53.36,8.0,303.89,Brunei,4135.03,Exposed,0.2167,Population,306.79,0.97,0.76,0.0,47.5
53.36,8.0,303.89,Brunei,4135.03,Exposed,0.2167,Population,306.79,0.97,0.76,0.0,16.25
53.37,6.0,303.89,Brunei,4294.11,Exposed,0.1822,Population,306.79,0.97,0.76,0.0,43.75
53.37,6.0,303.89,Brunei,4294.11,Exposed,0.1822,Population,306.79,0.97,0.76,0.0,7.5
53.37,8.0,301.49,Brunei,8630.89,Exposed,0.1459,Population,306.79,0.47,-0.84,0.0,55.0
53.37,8.0,301.49,Brunei,8630.89,Exposed,0.1459,Population,306.79,0.47,-0.84,0.0,0.0
53.37,8.0,303.9,Brunei,8460.63,Exposed,0.1459,Population,306.79,-0.03,-0.26,0.0,16.25
53.37,8.0,303.9,Brunei,8460.63,Exposed,0.1459,Population,306.79,-0.03,-0.26,0.0,35.0
53.37,8.0,301.49,Brunei,8750.25,Exposed,0.1459,Population,306.79,0.47,-0.84,0.0,10.62
53.3,13.0,303.78,Brunei,17648.29,Exposed,0.1603,Population,306.44,1.25,1.0,0.0,27.5
53.3,13.0,303.78,Brunei,17648.29,Exposed,0.1603,Population,306.44,1.25,1.0,0.0,5.62
53.3,11.0,303.78,Brunei,17648.29,Exposed,0.1603,Population,306.44,1.25,1.0,0.0,32.5
53.3,11.0,303.78,Brunei,17648.29,Exposed,0.1603,Population,306.44,1.25,1.0,0.0,11.88
53.3,12.0,303.78,Brunei,17648.29,Exposed,0.1603,Population,306.44,1.25,1.0,0.0,40.0
53.3,12.0,303.78,Brunei,17648.29,Exposed,0.1603,Population,306.44,1.25,1.0,0.0,5.62
53.3,14.0,303.8,Brunei,17985.58,Exposed,0.1603,Population,306.44,1.23,0.98,0.0,22.5
53.3,14.0,303.8,Brunei,17985.58,Exposed,0.1603,Population,306.44,1.23,0.98,0.0,3.12
53.37,10.0,301.88,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.65,-0.53,0.0,58.75
53.37,10.0,301.88,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.65,-0.53,0.0,0.62
53.37,12.0,303.99,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.89,0.68,0.0,43.75
53.37,12.0,303.99,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.89,0.68,0.0,9.38
53.37,12.0,303.99,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.89,0.68,0.0,33.75
53.37,12.0,303.99,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.89,0.68,0.0,7.5
53.37,12.0,301.88,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.65,-0.53,0.0,36.25
53.37,12.0,301.88,Brunei,6889.07,Exposed,0.1822,Population,306.19,0.65,-0.53,0.0,1.88
53.37,10.0,301.85,Brunei,7075.34,Exposed,0.1822,Population,306.79,-2.64,-3.76,0.0,31.25
53.37,10.0,301.85,Brunei,7075.34,Exposed,0.1822,Population,306.79,-2.64,-3.76,0.0,1.25
53.37,12.0,303.89,Brunei,7075.34,Exposed,0.1822,Population,306.79,0.97,0.76,0.0,59.38
53.37,12.0,303.89,Brunei,7075.34,Exposed,0.1822,Population,306.79,0.97,0.76,0.0,5.62
53.37,18.0,303.96,Brunei,7139.11,Exposed,0.1822,Population,306.79,1.3,0.95,0.0,39.38
53.37,18.0,303.96,Brunei,7139.11,Exposed,0.1822,Population,306.79,1.3,0.95,0.0,1.88
53.37,11.0,301.85,Brunei,7139.11,Exposed,0.1822,Population,306.79,-2.64,-3.76,0.0,75.0
53.37,11.0,301.85,Brunei,7139.11,Exposed,0.1822,Population,306.79,-2.64,-3.76,0.0,0.0
53.3,12.0,303.71,Brunei,26823.02,Exposed,0.0929,Population,306.36,0.17,0.05,0.0,8.75
53.3,12.0,303.71,Brunei,26823.02,Exposed,0.0929,Population,306.36,0.17,0.05,0.0,3.75
53.3,12.0,303.71,Brunei,25957.2,Exposed,0.0929,Population,306.36,0.17,0.05,0.0,12.5
53.3,12.0,303.71,Brunei,25957.2,Exposed,0.0929,Population,306.36,0.17,0.05,0.0,1.25
53.3,12.0,303.63,Brunei,30139.6,Exposed,0.0845,Population,306.38,0.13,0.02,0.0,18.12
53.3,12.0,303.63,Brunei,30139.6,Exposed,0.0845,Population,306.38,0.13,0.02,0.0,0.62
53.3,12.0,303.63,Brunei,30139.6,Exposed,0.0845,Population,306.38,0.13,0.02,0.0,15.62
53.3,12.0,303.63,Brunei,30139.6,Exposed,0.0845,Population,306.38,0.13,0.02,0.0,0.62
49.88,3.0,303.25,Cambodia,713.93,Sheltered,0.0917,Population,306.95,0.82,0.62,0.0,11.25
49.88,3.0,303.25,Cambodia,713.93,Sheltered,0.0917,Population,306.95,0.82,0.62,0.0,0.62
49.94,4.0,262.15,Cambodia,42.56,Sheltered,0.1078,Population,306.74,0.16,-0.85,0.0,25.62
49.94,4.0,262.15,Cambodia,42.56,Sheltered,0.1078,Population,306.74,0.16,-0.85,0.0,6.88
49.94,4.0,262.15,Cambodia,200.33,Sheltered,0.1078,Population,306.74,0.16,-0.85,0.0,4.38
49.94,4.0,262.15,Cambodia,200.33,Sheltered,0.1078,Population,306.74,0.16,-0.85,0.0,2.5
49.82,5.0,303.21,Cambodia,546.14,Sheltered,0.096,Population,306.23,0.26,0.07,0.0,11.88
49.82,5.0,303.21,Cambodia,546.14,Sheltered,0.096,Population,306.23,0.26,0.07,0.0,0.62
49.82,3.0,303.2,Cambodia,36.7,Sheltered,0.102,Population,306.47,1.03,-0.76,0.0,24.38
49.82,3.0,303.2,Cambodia,36.7,Sheltered,0.102,Population,306.47,1.03,-0.76,0.0,0.0
49.94,3.0,262.15,Cambodia,1463.68,Sheltered,0.1388,Population,306.8,0.21,-0.29,0.0,5.0
49.94,3.0,262.15,Cambodia,1463.68,Sheltered,0.1388,Population,306.8,0.21,-0.29,0.0,0.0
49.82,10.0,262.15,Cambodia,18.25,Sheltered,0.1053,Population,306.47,0.31,0.22,0.0,10.62
49.82,10.0,262.15,Cambodia,18.25,Sheltered,0.1053,Population,306.47,0.31,0.22,0.0,0.0
49.82,4.0,262.15,Cambodia,17.93,Sheltered,0.1056,Population,306.47,0.31,0.22,0.0,7.5
49.82,4.0,262.15,Cambodia,17.93,Sheltered,0.1056,Population,306.47,0.31,0.22,0.0,0.0
49.94,3.0,262.15,Cambodia,2068.92,Sheltered,0.1388,Population,306.8,0.69,0.38,0.0,11.88
49.94,3.0,262.15,Cambodia,2068.92,Sheltered,0.1388,Population,306.8,0.69,0.38,0.0,0.0
49.87,7.0,303.37,Cambodia,96.32,Sheltered,0.109,Population,306.42,-0.82,-2.31,0.0,20.0
49.87,7.0,303.37,Cambodia,96.32,Sheltered,0.109,Population,306.42,-0.82,-2.31,0.0,2.5
49.97,3.0,303.49,Cambodia,168.03,Sheltered,0.1117,Population,306.92,0.25,0.11,0.0,5.0
49.97,3.0,303.49,Cambodia,168.03,Sheltered,0.1117,Population,306.92,0.25,0.11,0.0,0.0
49.87,2.0,303.55,Cambodia,42.83,Sheltered,0.109,Population,306.42,0.55,-0.46,0.0,0.62
49.87,2.0,303.55,Cambodia,42.83,Sheltered,0.109,Population,306.42,0.55,-0.46,0.0,0.0
49.97,3.0,303.71,Cambodia,1213.65,Sheltered,0.1117,Population,306.92,-0.07,-0.53,0.0,1.25
49.97,3.0,303.71,Cambodia,1213.65,Sheltered,0.1117,Population,306.92,-0.07,-0.53,0.0,4.38
49.87,4.0,303.48,Cambodia,215.25,Sheltered,0.109,Population,306.42,1.35,0.99,0.0,18.12
49.87,4.0,303.48,Cambodia,215.25,Sheltered,0.109,Population,306.42,1.35,0.99,0.0,0.0
49.87,7.0,303.48,Cambodia,389.38,Sheltered,0.109,Population,306.42,1.35,0.99,0.0,29.38
49.87,7.0,303.48,Cambodia,389.38,Sheltered,0.109,Population,306.42,1.35,0.99,0.0,0.0
49.87,4.0,303.48,Cambodia,46.58,Sheltered,0.109,Population,306.42,0.31,-0.94,0.0,11.25
49.87,4.0,303.48,Cambodia,46.58,Sheltered,0.109,Population,306.42,0.31,-0.94,0.0,0.0
49.87,11.0,303.55,Cambodia,136.35,Sheltered,0.109,Population,306.42,0.38,-0.17,0.0,11.88
49.87,11.0,303.55,Cambodia,136.35,Sheltered,0.109,Population,306.42,0.38,-0.17,0.0,0.0
49.97,1.0,303.47,Cambodia,76.69,Sheltered,0.1117,Population,306.92,0.51,-1.12,0.0,2.5
49.97,1.0,303.47,Cambodia,76.69,Sheltered,0.1117,Population,306.92,0.51,-1.12,0.0,7.5
49.87,4.0,262.15,Cambodia,99.84,Sheltered,0.109,Population,307.11,-0.2,-1.43,0.0,55.62
49.87,4.0,262.15,Cambodia,99.84,Sheltered,0.109,Population,307.11,-0.2,-1.43,0.0,0.0
49.87,3.0,262.15,Cambodia,78.9,Sheltered,0.109,Population,307.11,-0.37,-1.84,0.0,21.25
49.87,3.0,262.15,Cambodia,78.9,Sheltered,0.109,Population,307.11,-0.37,-1.84,0.0,0.0
49.87,5.0,262.15,Cambodia,92.13,Sheltered,0.109,Population,307.11,-0.14,-2.38,0.0,29.38
49.87,5.0,262.15,Cambodia,92.13,Sheltered,0.109,Population,307.11,-0.14,-2.38,0.0,11.88
49.87,5.0,303.62,Cambodia,387.57,Sheltered,0.1374,Population,306.92,0.08,-1.31,0.0,21.25
49.87,5.0,303.62,Cambodia,387.57,Sheltered,0.1374,Population,306.92,0.08,-1.31,0.0,0.0
49.87,4.0,262.15,Cambodia,381.01,Sheltered,0.1233,Population,307.11,0.48,-0.5,0.0,8.75
49.87,4.0,262.15,Cambodia,381.01,Sheltered,0.1233,Population,307.11,0.48,-0.5,0.0,0.0
49.87,8.0,262.15,Cambodia,326.76,Sheltered,0.1233,Population,307.11,0.48,-0.5,0.0,3.12
49.87,8.0,262.15,Cambodia,326.76,Sheltered,0.1233,Population,307.11,0.48,-0.5,0.0,0.0
49.97,4.0,303.76,Cambodia,2838.9,Sheltered,0.1117,Population,306.85,0.23,-0.42,0.0,21.88
49.97,4.0,303.76,Cambodia,2838.9,Sheltered,0.1117,Population,306.85,0.23,-0.42,0.0,0.62
49.87,10.0,303.48,Cambodia,1064.27,Sheltered,0.109,Population,306.42,1.35,0.99,0.0,12.5
49.87,10.0,303.48,Cambodia,1064.27,Sheltered,0.109,Population,306.42,1.35,0.99,0.0,0.0
49.87,3.0,262.15,Cambodia,1393.23,Sheltered,0.1333,Population,307.11,-0.2,-1.43,0.0,6.25
49.87,3.0,262.15,Cambodia,1393.23,Sheltered,0.1333,Population,307.11,-0.2,-1.43,0.0,6.88
49.87,3.0,262.15,Cambodia,1146.57,Sheltered,0.1374,Population,307.11,-0.37,-1.84,0.0,18.75
49.87,3.0,262.15,Cambodia,1146.57,Sheltered,0.1374,Population,307.11,-0.37,-1.84,0.0,0.0
49.87,2.0,262.15,Cambodia,1328.4,Sheltered,0.109,Population,307.11,-0.2,-1.43,0.0,3.12
49.87,2.0,262.15,Cambodia,1328.4,Sheltered,0.109,Population,307.11,-0.2,-1.43,0.0,6.25
49.97,3.0,302.86,Cambodia,2498.46,Sheltered,0.1578,Population,308.02,-0.18,-2.44,0.0,2.5
49.97,3.0,302.86,Cambodia,2498.46,Sheltered,0.1578,Population,308.02,-0.18,-2.44,0.0,16.25
49.87,4.0,303.5,Cambodia,1868.49,Sheltered,0.1526,Population,308.02,0.7,-0.98,0.0,16.25
49.87,4.0,303.5,Cambodia,1868.49,Sheltered,0.1526,Population,308.02,0.7,-0.98,0.0,1.88
49.87,3.0,303.77,Cambodia,1829.71,Sheltered,0.1526,Population,307.12,0.06,-0.66,0.0,41.25
49.87,3.0,303.77,Cambodia,1829.71,Sheltered,0.1526,Population,307.12,0.06,-0.66,0.0,0.0
49.88,9.0,302.29,Cambodia,172.38,Exposed,0.0888,Population,305.7,-0.35,-1.79,0.0,18.75
49.88,9.0,302.29,Cambodia,172.38,Exposed,0.0888,Population,305.7,-0.35,-1.79,0.0,0.0
49.88,6.0,301.99,Cambodia,53.6,Exposed,0.0888,Population,305.7,-2.35,-4.2,0.0,18.12
49.88,6.0,301.99,Cambodia,53.6,Exposed,0.0888,Population,305.7,-2.35,-4.2,0.0,0.62
49.88,9.0,262.15,Cambodia,184.57,Sheltered,0.0888,Population,306.78,1.22,1.12,0.0,66.88
49.88,9.0,262.15,Cambodia,184.57,Sheltered,0.0888,Population,306.78,1.22,1.12,0.0,0.0
49.88,10.0,262.15,Cambodia,138.04,Sheltered,0.0888,Population,306.78,-0.63,-2.46,0.0,19.38
49.88,10.0,262.15,Cambodia,138.04,Sheltered,0.0888,Population,306.78,-0.63,-2.46,0.0,0.62
49.88,9.0,262.15,Cambodia,84.41,Sheltered,0.0888,Population,306.78,-0.63,-2.46,0.0,56.88
49.88,9.0,262.15,Cambodia,84.41,Sheltered,0.0888,Population,306.78,-0.63,-2.46,0.0,0.0
49.88,5.0,262.15,Cambodia,177.78,Sheltered,0.0888,Population,306.78,-0.63,-2.46,0.0,55.0
49.88,5.0,262.15,Cambodia,177.78,Sheltered,0.0888,Population,306.78,-0.63,-2.46,0.0,0.0
49.88,3.0,303.52,Cambodia,57.01,Sheltered,0.1002,Population,307.01,0.46,0.21,0.0,8.12
49.88,3.0,303.52,Cambodia,57.01,Sheltered,0.1002,Population,307.01,0.46,0.21,0.0,0.0
49.88,3.0,301.73,Cambodia,57.01,Sheltered,0.1002,Population,307.01,0.23,-1.63,0.0,16.88
49.88,3.0,301.73,Cambodia,57.01,Sheltered,0.1002,Population,307.01,0.23,-1.63,0.0,0.0
49.88,4.0,302.33,Cambodia,68.86,Sometimes,0.1609,Population,306.4,0.22,-0.14,0.0,23.12
49.88,4.0,302.33,Cambodia,68.86,Sometimes,0.1609,Population,306.4,0.22,-0.14,0.0,0.0
49.88,3.0,302.52,Cambodia,48.02,Sometimes,0.1609,Population,306.4,0.15,-0.07,0.0,18.12
49.88,3.0,302.52,Cambodia,48.02,Sometimes,0.1609,Population,306.4,0.15,-0.07,0.0,0.0
49.88,3.0,302.52,Cambodia,68.32,Sometimes,0.1609,Population,306.4,0.15,-0.07,0.0,53.75
49.88,3.0,302.52,Cambodia,68.32,Sometimes,0.1609,Population,306.4,0.15,-0.07,0.0,0.0
49.88,3.0,302.29,Cambodia,124.09,Sheltered,0.1265,Population,307.01,-0.4,-2.24,0.0,15.62
49.88,3.0,302.29,Cambodia,124.09,Sheltered,0.1265,Population,307.01,-0.4,-2.24,0.0,0.0
49.88,4.0,301.92,Cambodia,62.55,Sheltered,0.1265,Population,307.01,0.08,-1.91,0.0,50.62
49.88,4.0,301.92,Cambodia,62.55,Sheltered,0.1265,Population,307.01,0.08,-1.91,0.0,0.0
49.88,6.0,302.29,Cambodia,89.9,Sheltered,0.1265,Population,307.01,-0.4,-2.24,0.0,32.5
49.88,6.0,302.29,Cambodia,89.9,Sheltered,0.1265,Population,307.01,-0.4,-2.24,0.0,0.0
49.88,4.0,302.33,Cambodia,102.8,Sheltered,0.1434,Population,306.4,0.22,-0.14,0.0,15.62
49.88,4.0,302.33,Cambodia,102.8,Sheltered,0.1434,Population,306.4,0.22,-0.14,0.0,0.0
49.88,8.0,303.6,Cambodia,102.95,Sheltered,0.1265,Population,307.01,0.15,-0.31,0.0,38.12
49.88,8.0,303.6,Cambodia,102.95,Sheltered,0.1265,Population,307.01,0.15,-0.31,0.0,0.0
49.88,3.0,303.39,Cambodia,102.95,Sheltered,0.1265,Population,307.01,0.89,0.76,0.0,51.25
49.88,3.0,303.39,Cambodia,102.95,Sheltered,0.1265,Population,307.01,0.89,0.76,0.0,0.0
49.88,10.0,302.13,Cambodia,210.96,Sheltered,0.1265,Population,307.01,-0.14,-2.12,0.0,30.0
49.88,10.0,302.13,Cambodia,210.96,Sheltered,0.1265,Population,307.01,-0.14,-2.12,0.0,1.25
49.88,3.0,302.33,Cambodia,95.49,Sheltered,0.1434,Population,306.4,0.22,-0.14,0.0,37.5
49.88,3.0,302.33,Cambodia,95.49,Sheltered,0.1434,Population,306.4,0.22,-0.14,0.0,0.0
49.88,2.0,302.33,Cambodia,158.67,Sheltered,0.1434,Population,306.4,0.22,-0.14,0.0,9.38
49.88,2.0,302.33,Cambodia,158.67,Sheltered,0.1434,Population,306.4,0.22,-0.14,0.0,1.25
49.88,3.0,262.15,Cambodia,129.82,Sheltered,0.1434,Population,306.86,-0.2,-0.56,0.0,8.12
49.88,3.0,262.15,Cambodia,129.82,Sheltered,0.1434,Population,306.86,-0.2,-0.56,0.0,0.0
49.88,4.0,301.92,Cambodia,78.02,Sheltered,0.1265,Population,307.01,0.08,-1.91,0.0,6.25
49.88,4.0,301.92,Cambodia,78.02,Sheltered,0.1265,Population,307.01,0.08,-1.91,0.0,0.0
49.94,5.0,302.1,Cambodia,106.74,Sheltered,0.1214,Population,306.94,0.3,-1.64,0.0,49.38
49.94,5.0,302.1,Cambodia,106.74,Sheltered,0.1214,Population,306.94,0.3,-1.64,0.0,3.75
49.94,3.0,301.92,Cambodia,49.48,Sheltered,0.1214,Population,306.94,0.9,-0.99,0.0,13.12
49.94,3.0,301.92,Cambodia,49.48,Sheltered,0.1214,Population,306.94,0.9,-0.99,0.0,0.0
49.94,3.0,302.25,Cambodia,192.65,Sheltered,0.1214,Population,306.94,-0.25,-2.12,0.0,10.62
49.94,3.0,302.25,Cambodia,192.65,Sheltered,0.1214,Population,306.94,-0.25,-2.12,0.0,3.12
49.94,3.0,302.1,Cambodia,117.0,Sheltered,0.1491,Population,307.04,1.77,-0.14,0.0,6.88
49.94,3.0,302.1,Cambodia,117.0,Sheltered,0.1491,Population,307.04,1.77,-0.14,0.0,1.25
49.97,4.0,303.08,Cambodia,133.16,Sheltered,0.1117,Population,306.92,0.39,-1.51,0.0,18.12
49.97,4.0,303.08,Cambodia,133.16,Sheltered,0.1117,Population,306.92,0.39,-1.51,0.0,0.0
49.87,5.0,303.04,Cambodia,48.8,Sheltered,0.0919,Population,307.12,-0.53,-2.28,0.0,0.0
49.87,5.0,303.04,Cambodia,48.8,Sheltered,0.0919,Population,307.12,-0.53,-2.28,0.0,40.62
49.87,4.0,303.16,Cambodia,26.55,Sheltered,0.0919,Population,307.73,0.85,-0.65,0.0,0.0
49.87,4.0,303.16,Cambodia,26.55,Sheltered,0.0919,Population,307.73,0.85,-0.65,0.0,22.5
49.93,2.0,302.93,Cambodia,342.25,Sheltered,0.1881,Population,307.54,-0.31,-2.09,0.0,0.0
49.93,2.0,302.93,Cambodia,342.25,Sheltered,0.1881,Population,307.54,-0.31,-2.09,0.0,10.0
49.93,4.0,302.93,Cambodia,629.51,Sheltered,0.1881,Population,307.54,-0.31,-2.09,0.0,0.0
49.93,4.0,302.93,Cambodia,629.51,Sheltered,0.1881,Population,307.54,-0.31,-2.09,0.0,51.25
49.93,3.0,302.5,Cambodia,993.14,Sheltered,0.1034,Population,305.92,0.82,-1.25,0.0,0.0
49.93,3.0,302.5,Cambodia,993.14,Sheltered,0.1034,Population,305.92,0.82,-1.25,0.0,20.62
49.92,6.0,302.88,Cambodia,32.0,Exposed,0.0967,Population,307.21,-0.08,-1.83,0.0,0.0
49.92,6.0,302.88,Cambodia,32.0,Exposed,0.0967,Population,307.21,-0.08,-1.83,0.0,23.12
49.92,3.0,262.15,Cambodia,524.92,Sheltered,0.0967,Population,306.94,0.93,-0.61,0.0,0.62
49.92,3.0,262.15,Cambodia,524.92,Sheltered,0.0967,Population,306.94,0.93,-0.61,0.0,32.5
47.39,10.0,300.42,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.51,-1.71,0.0,51.25
47.39,10.0,300.42,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.51,-1.71,0.0,0.62
47.39,6.0,300.42,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.51,-1.71,0.0,26.88
47.39,6.0,300.42,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.51,-1.71,0.0,3.75
47.39,10.0,302.51,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.09,-0.45,0.0,71.88
47.39,10.0,302.51,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.09,-0.45,0.0,1.88
47.39,6.0,302.51,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.09,-0.45,0.0,26.25
47.39,6.0,302.51,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.09,-0.45,0.0,1.88
47.39,10.0,301.6,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.3,-0.95,0.0,74.38
47.39,10.0,301.6,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.3,-0.95,0.0,0.0
47.39,6.0,301.6,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.3,-0.95,0.0,7.5
47.39,6.0,301.6,Indonesia,237.43,Exposed,0.0442,Population,305.47,-0.3,-0.95,0.0,0.0
47.39,8.0,301.52,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.17,-0.48,0.0,1.88
47.39,8.0,301.52,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.17,-0.48,0.0,20.62
47.39,8.0,300.42,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.24,-1.63,0.0,7.5
47.39,8.0,300.42,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.24,-1.63,0.0,4.38
47.39,3.0,300.42,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.24,-1.63,0.0,18.75
47.39,3.0,300.42,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.24,-1.63,0.0,1.25
47.39,5.0,301.88,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.51,-0.33,0.0,10.62
47.39,5.0,301.88,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.51,-0.33,0.0,28.75
47.39,8.0,301.51,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.27,-0.95,0.0,3.12
47.39,8.0,301.51,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.27,-0.95,0.0,7.5
47.39,4.0,301.51,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.27,-0.95,0.0,6.88
47.39,4.0,301.51,Indonesia,107.79,Sheltered,0.0849,Population,305.47,-0.27,-0.95,0.0,11.88
47.39,8.0,300.44,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.1,-1.1,0.0,15.62
47.39,8.0,300.44,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.1,-1.1,0.0,0.0
47.39,4.0,300.44,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.1,-1.1,0.0,32.5
47.39,4.0,300.44,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.1,-1.1,0.0,8.12
47.73,9.0,302.21,Indonesia,73.17,Sheltered,0.0484,Population,305.17,0.25,-0.44,0.0,28.12
47.73,9.0,302.21,Indonesia,73.17,Sheltered,0.0484,Population,305.17,0.25,-0.44,0.0,11.25
47.73,6.0,302.11,Indonesia,73.17,Sheltered,0.0484,Population,305.17,-0.39,-0.9,0.0,65.62
47.73,6.0,302.11,Indonesia,73.17,Sheltered,0.0484,Population,305.17,-0.39,-0.9,0.0,6.25
47.73,3.0,302.21,Indonesia,73.17,Sheltered,0.0484,Population,305.17,0.25,-0.44,0.0,50.0
47.73,3.0,302.21,Indonesia,73.17,Sheltered,0.0484,Population,305.17,0.25,-0.44,0.0,8.12
47.39,4.0,300.42,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.1,-1.27,0.0,31.25
47.39,4.0,300.42,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.1,-1.27,0.0,6.25
47.39,8.0,301.95,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.71,-0.56,0.0,48.12
47.39,8.0,301.95,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.71,-0.56,0.0,7.5
47.39,8.0,301.58,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.68,0.03,0.0,36.25
47.39,8.0,301.58,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.68,0.03,0.0,23.75
47.39,4.0,301.95,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.71,-0.56,0.0,12.5
47.39,4.0,301.95,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.71,-0.56,0.0,2.5
47.39,4.0,301.75,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.79,-2.72,0.0,62.5
47.39,4.0,301.75,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.79,-2.72,0.0,5.0
47.39,8.0,300.42,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.1,-1.27,0.0,75.0
47.39,8.0,300.42,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.1,-1.27,0.0,1.25
47.39,4.0,301.58,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.68,0.03,0.0,42.5
47.39,4.0,301.58,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.68,0.03,0.0,3.12
47.39,8.0,301.75,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.79,-2.72,0.0,41.88
47.39,8.0,301.75,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.79,-2.72,0.0,8.12
47.39,4.0,302.22,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.4,-1.51,0.0,40.62
47.39,4.0,302.22,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.4,-1.51,0.0,6.25
47.39,4.0,300.44,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.1,-1.1,0.0,48.12
47.39,4.0,300.44,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.1,-1.1,0.0,0.0
47.39,8.0,300.44,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.1,-1.1,0.0,12.5
47.39,8.0,300.44,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.1,-1.1,0.0,3.12
47.39,8.0,302.22,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.4,-1.51,0.0,43.12
47.39,8.0,302.22,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.4,-1.51,0.0,10.0
47.39,8.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.17,-0.85,0.0,51.88
47.39,8.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.17,-0.85,0.0,9.38
47.39,4.0,302.58,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.73,-1.23,0.0,39.38
47.39,4.0,302.58,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.73,-1.23,0.0,6.88
47.39,4.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.17,-0.85,0.0,49.38
47.39,4.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,-0.17,-0.85,0.0,9.38
47.73,7.0,302.11,Indonesia,80.82,Sheltered,0.0484,Population,305.17,-0.39,-0.9,0.0,33.12
47.73,7.0,302.11,Indonesia,80.82,Sheltered,0.0484,Population,305.17,-0.39,-0.9,0.0,7.5
47.9,6.0,301.19,Indonesia,47.04,Sheltered,0.0443,Population,305.54,0.76,0.44,0.0,29.38
47.9,6.0,301.19,Indonesia,47.04,Sheltered,0.0443,Population,305.54,0.76,0.44,0.0,5.0
47.9,6.0,301.1,Indonesia,47.04,Sheltered,0.0443,Population,305.54,-0.13,-2.38,0.0,31.25
47.9,6.0,301.1,Indonesia,47.04,Sheltered,0.0443,Population,305.54,-0.13,-2.38,0.0,1.25
